"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification date"
2032108,"Butargamaiin Hiid","Butargamaiin Hiid","Butargamaiin Hiid,Butorgomoyn Khid,Butorgomyin Hiid,Butorgomyin khid,Butorgomöyn Khid,Butorogomoin Khid,Butorogomöin Khid,Utorgomyin-khid",45.51667,112.05,"P","PPL","MN","MN",17,NA,NA,NA,0,NA,993,"Asia/Choibalsan","2012-01-17"
2032109,"Bustiyn Hudag","Bustiyn Hudag","Bustiyn Hudag,Pu-ssu-t'ing-hu-tu-ko,Pu-ssu-t’ing-hu-tu-ko",41.76667,105.3,"H","WLL","MN","MN",14,NA,NA,NA,0,NA,1045,"Asia/Ulaanbaatar","2012-01-17"
2032110,"Büse Nuur","Buse Nuur","Buse Nuur,Büse Nuur,Ozero Busu-nur",50.03333,114.43333,"H","LK","MN","MN",6,NA,NA,NA,0,NA,726,"Asia/Choibalsan","2012-01-17"
2032111,"Büselin Bulag","Buselin Bulag","",49.71667,115.25,"H","SPNG","MN","",6,NA,NA,NA,0,NA,644,"Asia/Choibalsan","1994-01-14"
2032112,"Büseiin Shüteen","Buseiin Shuteen","Buseiin Shuteen,Busoyn Shutun,Busyin-Shutun,Busyyn shutun,Busöyn Shutun,Büseiin Shüteen",47.13333,110.16667,"P","PPL","MN","MN",11,NA,NA,NA,0,NA,1065,"Asia/Ulaanbaatar","2012-01-17"
2032113,"Büseiin Oboo","Buseiin Oboo","Buseiin Oboo,Busiin Obo,Büseiin Oboo",47.7,102.66667,"S","CARN","MN","MN",1,NA,NA,NA,0,NA,1344,"Asia/Ulaanbaatar","2012-01-17"
2032114,"Buruun Buribe Nuur","Buruun Buribe Nuur","",49.3,114.11667,"H","LK","MN","",6,NA,NA,NA,0,NA,750,"Asia/Choibalsan","1994-01-14"
2032115,"Burushintu Uul","Burushintu Uul","",48.83333,115.58333,"T","MT","MN","",6,NA,NA,NA,0,NA,788,"Asia/Choibalsan","1994-01-14"
2032116,"Buruhin-ka","Buruhin-ka","",47.25,119.83333,"H","STM","MN","",0,NA,NA,NA,0,NA,899,"Asia/Choibalsan","1994-01-14"
2032117,"Burudöntoson","Burudontoson","",46.86667,117.9,"H","LK","MN","",6,NA,NA,NA,0,NA,762,"Asia/Choibalsan","1994-01-14"
2032118,"Būrōnizasani Nuur","Buronizasani Nuur","",46.8,114.4,"H","LK","MN","",17,NA,NA,NA,0,NA,806,"Asia/Choibalsan","1994-01-14"
2032119,"Pu-jen-ho T’u-she-ch’ang","Pu-jen-ho T'u-she-ch'ang","Buriyn Golin Olom,Büriyn Golïn Olom,Pu-jen-ho T'u-she-ch'ang,Pu-jen-ho T’u-she-ch’ang",46.78333,119.91667,"T","FORD","MN","CN",0,NA,NA,NA,0,NA,1223,"Asia/Choibalsan","2014-03-06"
2032120,"Ti-erh-pu-jen-t’a-pan-sa-la Ho","Ti-erh-pu-jen-t'a-pan-sa-la Ho","Buriyn Golin Dzuun Salaa,Büriyn Golïn Dzüün Salaa,Ti-erh-pu-jen-t'a-pan-sa-la Ho,Ti-erh-pu-jen-t’a-pan-sa-la Ho",46.78333,119.86667,"H","STM","MN","CN",0,NA,NA,NA,0,NA,1127,"Asia/Choibalsan","2014-03-06"
2032121,"Büriyn Golïn Dund Salaa","Buriyn Golin Dund Salaa","Buriyn Golin Dund Salaa,Büriyn Golïn Dund Salaa,Pu-jen-kao-lin-tun-te-sa-la",46.75,119.8,"H","STM","MN","MN",6,NA,NA,NA,0,NA,1177,"Asia/Choibalsan","2012-01-17"
2032122,"Büriyn Golïn Baruun Salaa","Buriyn Golin Baruun Salaa","Buriyn Golin Baruun Salaa,Büriyn Golïn Baruun Salaa,Pu-jen-kao-lin-pa-jun-sa-la",46.78333,119.78333,"H","STM","MN","MN",6,NA,NA,NA,0,NA,1081,"Asia/Choibalsan","2012-01-17"
2032123,"Pu-jen-kao-le","Pu-jen-kao-le","Buriyn Gol,Büriyn Gol,Pu-jen-kao-le",46.91667,119.51667,"H","STMX","MN","CN",0,NA,NA,NA,0,NA,900,"Asia/Choibalsan","2014-03-06"
2032124,"Ti-erh-pu-jen-t’a-pan-sa-la T’u-she-ch’ang","Ti-erh-pu-jen-t'a-pan-sa-la T'u-she-ch'ang","Buriyn Dzuun Salaani Olom,Büriyn Dzüün Salaanï Olom,Ti-erh-pu-jen-t'a-pan-sa-la T'u-she-ch'ang,Ti-erh-pu-jen-t’a-pan-sa-la T’u-she-ch’ang",46.75,119.88333,"T","FORD","MN","CN",0,NA,NA,NA,0,NA,1238,"Asia/Choibalsan","2014-03-06"
2032125,"Buriyn Davaa","Buriyn Davaa","",48.13333,103.35,"T","PASS","MN","",21,NA,NA,NA,0,NA,1639,"Asia/Ulaanbaatar","2003-05-01"
2032126,"Burigiin Dugang","Burigiin Dugang","Burigiin Dugang,Burigiin-dugan",48.3,101.3,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,1587,"Asia/Ulaanbaatar","2012-01-17"
2032127,"Büriden Süme","Buriden Sume","Buriden Sume,Buridin-sume,Buridon Sume,Buridoyn Sume,Buridyin sume,Buridyn sume,Buridyyn-sume,Buridöyn Sume,Büriden Süme",44.25,110.8,"P","PPL","MN","MN",7,NA,NA,NA,0,NA,1024,"Asia/Ulaanbaatar","2012-01-17"
2032128,"Büriden Nuur","Buriden Nuur","Buriden Nuur,Buridun Nur Lakes,Büriden Nuur,Ozera Buridun nur",46.91667,106.91667,"H","LKS","MN","MN",18,NA,NA,NA,0,NA,1319,"Asia/Ulaanbaatar","2012-01-17"
2032129,"Büridenii Hudag","Buridenii Hudag","Buridenii Hudag,Büridenii Hudag,Kolodets Burduniy khuduk",48.5,114.13333,"H","WLL","MN","MN",6,NA,NA,NA,0,NA,721,"Asia/Choibalsan","2012-01-17"
2032130,"Büridenii Hiid","Buridenii Hiid","Buridenii Hiid,Buriduin khid,Buriduyn Khid,Büridenii Hiid",47.06667,101.71667,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,1881,"Asia/Ulaanbaatar","2012-01-17"
2032131,"Büridenii Gobi","Buridenii Gobi","",46.78333,114.3,"T","DPR","MN","",17,NA,NA,NA,0,NA,838,"Asia/Choibalsan","1994-01-14"
2032132,"Büridenii Dugang","Buridenii Dugang","Buridenii Dugang,Buriduni dugang,Büridenii Dugang",47.6,100.55,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,2068,"Asia/Ulaanbaatar","2012-01-17"
2032133,"Büriden Hüryee","Buriden Huryee","Buriden Huryee,Buriduin Khure,Büriden Hüryee",48.38333,102.55,"P","PPL","MN","MN",21,NA,NA,NA,0,NA,1388,"Asia/Ulaanbaatar","2012-01-17"
2032134,"Bürideiin Hudag","Burideiin Hudag","Burideiin Hudag,Buridun Hudag,Bürideiin Hudag,Büridün Hudag,Kolodets Burduyn khuduk",47.08333,115.43333,"H","WLL","MN","MN",6,NA,NA,NA,0,NA,915,"Asia/Choibalsan","2012-01-17"
2032135,"Büride Gol","Buride Gol","",47.28333,103.63333,"H","STM","MN","",0,NA,NA,NA,0,NA,1310,"Asia/Ulaanbaatar","1994-01-14"
2032136,"Pu-erh-ho-jen-wu-la","Pu-erh-ho-jen-wu-la","Burheeriyn Ovoo,Bürheeriyn Ovoo,Pu-erh-ho-jen-wu-la",48.25,115.78333,"T","HLL","MN","CN",0,NA,NA,NA,0,NA,758,"Asia/Choibalsan","2014-03-06"
2032137,"Burhan Uula","Burhan Uula","Burhan Uula,Gora Burkhu ula",48.7,109.96667,"T","MT","MN","MN",11,NA,NA,NA,0,NA,1297,"Asia/Ulaanbaatar","2012-01-17"
2032138,"Burhantïn Sayr","Burhantin Sayr","Burhantin Sayr,Burhantïn Sayr,Pu-erh-han-t'ing-sai-erh,Pu-erh-han-t’ing-sai-erh",42.48333,108.78333,"H","WAD","MN","MN",7,NA,NA,NA,0,NA,1221,"Asia/Ulaanbaatar","2012-01-17"
2032139,"Burhantïn Hudag","Burhantin Hudag","Burhantin Hudag,Burhantïn Hudag,Pu-erh-han-t'ing-hu-tu-ko,Pu-erh-han-t’ing-hu-tu-ko",42.41667,108.86667,"H","WLL","MN","MN",7,NA,NA,NA,0,NA,1315,"Asia/Ulaanbaatar","2012-01-17"
2032140,"Burhantayn Suurin","Burhantayn Suurin","Burhantayn Suurin,Burkhantoyn Surin,Burkhantyyn-surin,Burkhantöyn Surin",47.55,109.91667,"P","PPL","MN","MN",11,NA,NA,NA,0,NA,1180,"Asia/Ulaanbaatar","2012-01-17"
2032141,"Burhantayn Chuluu","Burhantayn Chuluu","Burhantayn Chuluu,Gora Burkhantuin,Gora Burkhantuin chulu",49,113.4,"T","MT","MN","MN",6,NA,NA,NA,0,NA,1114,"Asia/Choibalsan","2012-01-17"
2032142,"Burhanta Oboo","Burhanta Oboo","Burhanta Oboo,Burkhantu Obo",47.26667,103.83333,"S","CARN","MN","MN",21,NA,NA,NA,0,NA,1359,"Asia/Ulaanbaatar","2012-01-17"
2032143,"Burhanta Oboo","Burhanta Oboo","Burhanta Oboo,Burkhant Obo",46.28333,111.6,"S","CARN","MN","MN",17,NA,NA,NA,0,NA,1158,"Asia/Choibalsan","2012-01-17"
2032144,"Burhanta","Burhanta","Burhanta,Burkhanto,Burkhanty,Burkhantö",48.08333,106.53333,"P","PPL","MN","MN",20,NA,NA,NA,0,NA,1387,"Asia/Ulaanbaatar","2012-01-17"
2032145,"Burhanta","Burhanta","",46.65,112.46667,"T","MT","MN","",17,NA,NA,NA,0,NA,985,"Asia/Choibalsan","1994-01-14"
2032146,"Burhanta","Burhanta","",46.26667,111.65,"L","AREA","MN","",17,NA,NA,NA,0,NA,1208,"Asia/Choibalsan","1994-01-14"
2032147,"Burhan Ovoo","Burhan Ovoo","",49,113.41667,"S","CARN","MN","",6,NA,NA,NA,0,NA,1118,"Asia/Choibalsan","1994-01-14"
2032148,"Burhanii-Dugar","Burhanii-Dugar","",48.28333,108.51667,"P","PPL","MN","",18,NA,NA,NA,0,NA,1501,"Asia/Ulaanbaatar","1994-01-14"
2032149,"Burhanii","Burhanii","",49.31667,105.95,"P","PPL","MN","",23,NA,NA,NA,0,NA,734,"Asia/Ulaanbaatar","2003-05-01"
2032150,"Burgultay Gol","Burgultay Gol","",48.26667,106.75,"H","STM","MN","",18,NA,NA,NA,0,NA,1153,"Asia/Ulaanbaatar","1994-01-14"
2032151,"Burgatay Uul","Burgatay Uul","",49.41667,103.16667,"T","MT","MN","",21,NA,NA,NA,0,NA,1481,"Asia/Ulaanbaatar","2003-05-01"
2032152,"Burgatay","Burgatay","Burgatay,Gora Burgutay",48.81667,105.5,"T","MT","MN","MN",18,NA,NA,NA,0,NA,1373,"Asia/Ulaanbaatar","2012-01-17"
2032153,"Burgaltayn Gol","Burgaltayn Gol","Burgaitain Gol Tract,Burgaltayn Gol,Urochishche Burgaltain gol",47.6,102.71667,"L","AREA","MN","MN",1,NA,NA,NA,0,NA,1369,"Asia/Ulaanbaatar","2012-01-17"
2032154,"Burgaltayn Dugang","Burgaltayn Dugang","Burgaltay,Burgaltayn Dugang,Burgultay-Dugan,Burgultayn dugang",48.3,106.45,"P","PPL","MN","MN",18,NA,NA,NA,0,NA,1420,"Asia/Ulaanbaatar","2012-01-17"
2032155,"Burgaltay Gol","Burgaltay Gol","Burgaltay Gol,Burgultay-gol,Burgutay-gol",49.66667,104.66667,"H","STM","MN","MN",21,NA,NA,NA,0,NA,731,"Asia/Ulaanbaatar","2012-01-17"
2032156,"Burgaltay Gol","Burgaltay Gol","Burgaltay Gol,Burgultai,Burgultay gol,Buzgultay,Reka Bursultay",48.96667,104.85,"H","STM","MN","MN",16,NA,NA,NA,0,NA,775,"Asia/Ulaanbaatar","2012-01-17"
2032157,"Burgaltay","Burgaltay","Barun-Burehn,Barun-Burin Somon,Baruun Buriin Suma,Baruun Büriin Suma,Baruunburen,Baruunbüren,Buren,Burgaltay,Burin Suma,Burin-Sumu,Büren,Bürin Suma,Барун-Бурэн",49.265,104.74348,"P","PPLA2","MN","MN",16,NA,NA,NA,0,NA,1016,"Asia/Ulaanbaatar","2007-10-14"
2032158,"Burgaltay","Burgaltay","Burgaltai,Burgaltay,Burgultay,Burugarutay,Urt-burgultay",48.33333,106.66667,"P","PPL","MN","MN",18,NA,NA,NA,0,NA,1581,"Asia/Ulaanbaatar","2012-01-17"
2032159,"Burgaastayn Gol","Burgaastayn Gol","",50.1,100.03333,"H","STM","MN","",13,NA,NA,NA,0,NA,1636,"Asia/Ulaanbaatar","1994-01-14"
2032160,"Burgaasatayn Hiid","Burgaasatayn Hiid","Burgaasatayn Hiid,Burgasutuin khid,Burgasutuyn khid",46.8,101.91667,"P","PPL","MN","MN",15,NA,NA,NA,0,NA,2004,"Asia/Ulaanbaatar","2012-01-17"
2032161,"Burgaasatayn Hamtaral","Burgaasatayn Hamtaral","Burgaasatayn Hamtaral,Burgastoyn Khamtrol,Burgastyyn khamtryl,Burgastöyn Khamtrol",47.08333,112.08333,"P","PPL","MN","MN",17,NA,NA,NA,0,NA,1202,"Asia/Choibalsan","2012-01-17"
2032162,"Burgaasatayn Dugang","Burgaasatayn Dugang","Burgaasatayn Dugang,Burgastayn Dugang",45.21667,114.08333,"P","PPL","MN","MN",17,NA,NA,NA,0,NA,1340,"Asia/Choibalsan","2012-01-17"
2032163,"Burgaasata","Burgaasata","Burgaasata,Burgasto,Burgasty,Burgastö,Khure Burgasty",49.5,102.91667,"P","PPL","MN","MN",21,NA,NA,NA,0,NA,1350,"Asia/Ulaanbaatar","2012-01-17"
2032164,"Burgaasanii Dugang","Burgaasanii Dugang","Burgaasanii Dugang,Burgaasanii-Dugan,Burgasuni dugang",48.25,100.95,"P","PPL","MN","MN",1,NA,NA,NA,0,NA,1762,"Asia/Ulaanbaatar","2012-01-17"
2032165,"Burgaasa","Burgaasa","Burgaasa,Burgasu",51.55556,100.84417,"P","PPL","MN","MN",13,NA,NA,NA,0,NA,1717,"Asia/Ulaanbaatar","2012-01-17"
2032166,"Burga","Burga","",48.31667,103.8,"P","PPL","MN","",21,NA,NA,NA,0,NA,1537,"Asia/Ulaanbaatar","2003-05-01"
2032167,"Bürentsogt","Burentsogt","",46.71667,111.75,"P","PPL","MN","",17,NA,NA,NA,0,NA,1183,"Asia/Choibalsan","1994-01-14"
2032168,"Bürenhaan","Burenhaan","Buerenhaan,Burehnkhan,Burenhaan,Bürenhaan,Бурэнхан",48.86667,111.7,"P","PPL","MN","",11,NA,NA,NA,0,NA,1073,"Asia/Ulaanbaatar","2012-01-17"
2032169,"Bürengiyn Nuruu","Burengiyn Nuruu","Burengiin Nuruu,Burengiyn Nuruu,Buriin Nuruu,Burin Nuruu,Burin ula,Bürengiyn Nuruu,Bürengiïn Nuruu,Büriin Nuruu,Bürin Nuruu,Khrebet Burin nuru,Khrebet Burzin-Nuru,Selenge",49.5,105.25,"T","MTS","MN","MN",0,NA,NA,NA,0,NA,1081,"Asia/Ulaanbaatar","2012-01-17"
2032170,"Büren","Buren","Bueren,Burehn,Buren,Büren,Бурэн",49.61667,100.23333,"P","PPL","MN","",13,NA,NA,NA,0,NA,1451,"Asia/Ulaanbaatar","2012-01-17"
2032171,"Büreen-Nuur","Bureen-Nuur","",47.36667,112.23333,"P","PPL","MN","",17,NA,NA,NA,0,NA,1053,"Asia/Choibalsan","1994-01-14"
2032172,"Büriyn Gol","Buriyn Gol","Buree Gol,Buriyn Gol,Buryn-Gol,Büriyn Gol",50.22056,106.20083,"H","STM","MN","MN",16,NA,NA,NA,0,NA,604,"Asia/Ulaanbaatar","2012-01-17"
2032173,"Bürd Ovoo","Burd Ovoo","Burd Ovoo,Bürd Ovoo,Pu-erh-te-ao-pao",43.33333,111.03333,"S","CARN","MN","MN",7,NA,NA,NA,0,NA,1119,"Asia/Ulaanbaatar","2012-01-17"
2032174,"Bürdin Gol","Burdin Gol","",45.65,100.16667,"H","STM","MN","",2,NA,NA,NA,0,NA,1409,"Asia/Ulaanbaatar","1994-01-14"
2032175,"Bürde","Burde","Burde,Burdo Tract,Bürde,Urochishche Burdo",44.26667,102.38333,"L","AREA","MN","MN",0,NA,NA,NA,0,NA,1371,"Asia/Ulaanbaatar","2012-01-17"
2032176,"Burashiti Öndör","Burashiti Ondor","",46.96667,114.16667,"T","MT","MN","",17,NA,NA,NA,0,NA,961,"Asia/Choibalsan","1994-01-14"
2032177,"Bural Uul","Bural Uul","",48.51667,106.05,"T","MT","MN","",18,NA,NA,NA,0,NA,1445,"Asia/Ulaanbaatar","1994-01-14"
2032178,"Bural Uul","Bural Uul","",44.68333,108.9,"T","MT","MN","",7,NA,NA,NA,0,NA,1241,"Asia/Ulaanbaatar","1994-01-14"
2032179,"Bural Nuruu","Bural Nuruu","",48.4,107.83333,"T","MTS","MN","",18,NA,NA,NA,0,NA,1803,"Asia/Ulaanbaatar","1994-01-14"
2032180,"Bunha Uul","Bunha Uul","Baga,Бага",49.08657,105.77448,"T","MT","MN","",16,NA,NA,NA,0,1235,1217,"Asia/Ulaanbaatar","2010-08-28"
2032181,"Bunhan Büridenii Hudag","Bunhan Buridenii Hudag","Bonhon Buridenii Hudag,Bonhon Büridenii Hudag,Bunhan Buridenii Hudag,Bunhan Büridenii Hudag,Kolodets Bonkhan burdni khuduk",47.43333,113.18333,"H","WLL","MN","MN",17,NA,NA,NA,0,NA,1073,"Asia/Choibalsan","2012-01-17"
2032182,"Bumbatïn Hudag","Bumbatin Hudag","Bumbatin Hudag,Bumbatïn Hudag,Pen-pa-t'ai-yin-hu-tu-ko,Pen-pa-t’ai-yin-hu-tu-ko",42.7,110.1,"H","WLL","MN","MN",7,NA,NA,NA,0,NA,1157,"Asia/Ulaanbaatar","2012-01-17"
2032183,"Bumbatayn Hudag","Bumbatayn Hudag","Bumbatayn Hudag,Bumbatoyn Khuduk,Bumbatöyn Khuduk,Kolodets Bumbatyyn-khuduk",46.68333,111.96667,"H","WLL","MN","MN",17,NA,NA,NA,0,NA,1148,"Asia/Choibalsan","2012-01-17"
2032184,"Bumbatayn Hudag","Bumbatayn Hudag","Bumbatayn Hudag,Kolodets Bumbatuyn khuduk",42.68333,110.16667,"H","WLL","MN","MN",7,NA,NA,NA,0,NA,1175,"Asia/Ulaanbaatar","2012-01-17"
2032185,"Bumbata Uula","Bumbata Uula","Bumbata Uula,Gora Bumbatu ula",47.53333,107.9,"T","MT","MN","MN",18,NA,NA,NA,0,NA,1529,"Asia/Ulaanbaatar","2012-01-17"
2032186,"Bumbata Uula","Bumbata Uula","",46.68333,114.9,"T","MT","MN","",6,NA,NA,NA,0,NA,892,"Asia/Choibalsan","1994-01-14"
2032187,"Bumbata Nuur","Bumbata Nuur","Bumbata Nuur,Ozero Bumbatu nur",45.83333,107.66667,"H","LK","MN","MN",8,NA,NA,NA,0,NA,1308,"Asia/Ulaanbaatar","2012-01-17"
2032188,"Bumbata Hudag","Bumbata Hudag","Bumbata Hudag,Bumbato Khuduk Well,Kolodets Bumbatu Khuduk",43.6,111.58333,"H","WLL","MN","MN",7,NA,NA,NA,0,NA,1004,"Asia/Ulaanbaatar","2012-01-17"
2032189,"Bumbata Bulag","Bumbata Bulag","Bumbata Bulag,Rodnik Bumbatu bulak",43.9,103.51667,"H","SPNG","MN","MN",14,NA,NA,NA,0,NA,1816,"Asia/Ulaanbaatar","2012-01-17"
2032190,"Bumbata","Bumbata","Bumbata,Bumbatu",43.5,109.75,"P","PPL","MN","MN",7,NA,NA,NA,0,NA,998,"Asia/Ulaanbaatar","2012-01-17"
2032191,"Bumbat","Bumbat","Bayan Ondor Suma,Bayan Undur Somon,Bayan Öndör Suma,Bayan-Ondor,Bayan-Undur,Bayan-unduru,Bayan-Öndör",46.49674,104.11777,"P","PPLA2","MN","MN",15,NA,NA,NA,0,NA,1617,"Asia/Ulaanbaatar","2007-10-21"
2032192,"Bumba Sayriin Hudag","Bumba Sayriin Hudag","Bumba Sayriin Hudag,Bumbu sayrin khuduk",44.58333,101.41667,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1472,"Asia/Ulaanbaatar","2012-01-17"
2032193,"Bumbaiin Süme","Bumbaiin Sume","Bumbaiin Sume,Bumbaiin Süme,Bumbuim Sume,Bumbuin Sume",46.61667,114.6,"P","PPL","MN","MN",17,NA,NA,NA,0,NA,867,"Asia/Choibalsan","2012-01-17"
2032194,"Bumba Bulag","Bumba Bulag","Bumba Bulag,Bumba Spring,Klyuch Bumba,Rodnik Bumbain bulak",44.41667,102.96667,"H","SPNG","MN","MN",14,NA,NA,NA,0,NA,1335,"Asia/Ulaanbaatar","2012-01-17"
2032195,"Bulshtayn Bulag","Bulshtayn Bulag","Bulshtayn Bulag,Pu-la-hsi-t'ai-yin-kao-lin-pu-la-ko,Pu-la-hsi-t’ai-yin-kao-lin-pu-la-ko",43.48333,111.36667,"H","SPNG","MN","MN",7,NA,NA,NA,0,NA,1160,"Asia/Ulaanbaatar","2012-01-17"
2032196,"Bulnayn Rashaan","Bulnayn Rashaan","",50.8,100.81667,"S","SPA","MN","",13,NA,NA,NA,0,NA,1908,"Asia/Ulaanbaatar","1994-01-14"
2032197,"Bulnayn Dugang","Bulnayn Dugang","Bulnain-dugang,Bulnayn Dugang",48.08333,108,"P","PPL","MN","MN",18,NA,NA,NA,0,NA,1713,"Asia/Ulaanbaatar","2012-01-17"
2032198,"Bulgan Ovoo","Bulgan Ovoo","",48.46667,115.1,"S","CARN","MN","",6,NA,NA,NA,0,NA,681,"Asia/Choibalsan","1994-01-14"
2032199,"Bulgan","Bulgan","Bulagan Aymag,Bulaganskiy aymak,Bulgan,Bulgan Ajmag,Bulgan Aymag,Bulgan Province,Bulganskiy aymak,Булган,Булган Аймаг",49,103.5,"A","ADM1","MN","",21,NA,NA,NA,65729,NA,1750,"Asia/Ulaanbaatar","2014-07-30"
2032200,"Bulgan","Bulgan","Bulgan,Cagan-Ur,Tsagaan Uur Suma,Tsagaan uure sumu,Tsagaan Üür Suma,Tsagaan üüre sumu,Tsagaan-Uur,Tsagaan-Üür,Tsagan Ure,Tsagan Ure Sume,Tsagan-ur somon,Цаган-Ур",50.54194,101.51417,"P","PPLA2","MN","",13,NA,NA,NA,0,NA,1129,"Asia/Ulaanbaatar","2012-01-17"
2032201,"Bulgan","Bulgan","Bulagan,Bulagan Suma,Bulagan Sumu,Bulagan somon,Bulagan-khan,Bulgan,Bulgan Han,Bulganas,UGA,balgana,blgan,bolgang,borugan,bu er gan,bulgani,bwlgan,Булган,بلگان,بولگان,बल्गान,ბულგანი,ボルガン,布爾干,볼강",48.8125,103.53472,"P","PPLA","MN","",21,6618895,NA,NA,17348,NA,1204,"Asia/Ulaanbaatar","2012-12-15"
2032202,"Bulgan","Bulgan","Bulagan Bulag",44.09745,103.54288,"P","PPLA2","MN","MN",14,NA,NA,NA,0,NA,1296,"Asia/Ulaanbaatar","2007-10-13"
2032203,"Bülenii Hooloy","Bulenii Hooloy","Bulenii Hooloy,Bulenoy Kholay Tract,Bulenöy Kholay Tract,Bülenii Hooloy,Urochishche Bulenyy kholay",44.1,104.08333,"L","AREA","MN","MN",14,NA,NA,NA,0,NA,1239,"Asia/Ulaanbaatar","2012-01-17"
2032204,"Büleen Hudag","Buleen Hudag","Buleen Hudag,Bulen Hudag,Büleen Hudag,Bülen Hudag,Kolodets Bulen khuduk",42.71667,105.3,"H","WLL","MN","MN",14,NA,NA,NA,0,NA,1460,"Asia/Ulaanbaatar","2012-01-17"
2032205,"Bulashitayn Hudag","Bulashitayn Hudag","Bulanitoyn Khuduk,Bulanitöyn Khuduk,Bulashitayn Hudag,Kolodets Bulashityyn-khuduk",46.75,113.23333,"H","WLL","MN","MN",17,NA,NA,NA,0,NA,1067,"Asia/Choibalsan","2012-01-17"
2032206,"Bulashitayn Hudag","Bulashitayn Hudag","",46.2,113.68333,"H","WLL","MN","",17,NA,NA,NA,0,NA,1221,"Asia/Choibalsan","1994-01-14"
2032207,"Bulang Usa","Bulang Usa","Bulang Usa,Kolodets Bulung usu",43.5,107.3,"H","WLL","MN","MN",14,NA,NA,NA,0,NA,1021,"Asia/Ulaanbaatar","2012-01-17"
2032208,"Bulangiyn Toyrom","Bulangiyn Toyrom","Bulangiyn Toyrom,Pu-lang-ken-t'ui-jao-mu,Pu-lang-ken-t’ui-jao-mu",43.7,111.85,"H","MRSH","MN","MN",7,NA,NA,NA,0,NA,963,"Asia/Ulaanbaatar","2012-01-17"
2032209,"Bulangiyn Shavar Nuur","Bulangiyn Shavar Nuur","Bulang Shabar Nuur,Bulangiyn Shavar Nuur,Ozero Bulang-Shabar-Nur,Ozero Bulung Shabar-nur",47.31667,117.56667,"H","LK","MN","MN",6,NA,NA,NA,0,NA,631,"Asia/Choibalsan","2012-01-17"
2032210,"Pu-lang-ken-pa-kan","Pu-lang-ken-pa-kan","Bulangiyn Bagana,Pu-lang-ken-pa-kan",47.75,117.46667,"T","PLN","MN","CN",0,NA,NA,NA,0,NA,585,"Asia/Choibalsan","2014-03-06"
2032211,"Bulangiin Yamaatayn Hudag","Bulangiin Yamaatayn Hudag","Bulangiin Yamaatayn Hudag,Bulungin Yamatoyn Khuduk Well,Bulungin Yamatöyn Khuduk Well,Kolodets Bulungin Yamatyyn khuduk",47.08333,116.16667,"H","WLL","MN","MN",6,NA,NA,NA,0,NA,626,"Asia/Choibalsan","2012-01-17"
2032212,"Bulangiin Suurin","Bulangiin Suurin","Bulangiin Suurin,Bulengin-surin",48.53333,110.4,"P","PPL","MN","MN",11,NA,NA,NA,0,NA,1263,"Asia/Ulaanbaatar","2012-01-17"
2032213,"Bulangiin Hural","Bulangiin Hural","Bulangiin Hural,Bulangin,Bulungin Khura,Bulungin Khural,Bulungoyn Khural,Bulungyyn khural,Bulungöyn Khural",44.91667,111.16667,"P","PPL","MN","MN",7,NA,NA,NA,0,NA,931,"Asia/Ulaanbaatar","2012-01-17"
2032214,"Bulangiin Hural","Bulangiin Hural","",44.91667,111.28333,"T","MT","MN","",7,NA,NA,NA,0,NA,978,"Asia/Ulaanbaatar","1994-01-14"
2032215,"Bulangiin Hooloy","Bulangiin Hooloy","",46.76667,117.11667,"T","DPR","MN","",6,NA,NA,NA,0,NA,805,"Asia/Choibalsan","1994-01-14"
2032216,"Bulangiin Honhor Nuur","Bulangiin Honhor Nuur","Bulangiin Hanhar Nuur,Bulangiin Honhor Nuur,Lake Bulungin-khankhar-nur,Ozero Bulungin-khonkhor-nur",44.85,108.1,"H","LK","MN","MN",7,NA,NA,NA,0,NA,1007,"Asia/Ulaanbaatar","2012-01-17"
2032217,"Bulang","Bulang","Bulan,Bulang,Polan,Pulan,Urto Bulan",42.76667,109.93333,"P","PPL","MN","MN",7,NA,NA,NA,0,NA,1036,"Asia/Ulaanbaatar","2012-01-17"
2032218,"Bulan Ders","Bulan Ders","Bulan Ders,Pu-lang-te-erh-ch'i,Pu-lang-te-erh-ch’i",47.75,117.5,"V","GRSLD","MN","CN",0,NA,NA,NA,0,NA,581,"Asia/Choibalsan","2014-03-06"
2032219,"Bulagtay","Bulagtay","Bulagtay,Bulantay,Buluktay",49.8,107.5,"P","PPL","MN","MN",16,NA,NA,NA,0,NA,785,"Asia/Ulaanbaatar","2012-01-17"
2032220,"Bulagtay","Bulagtay","Haderi,Huder,Hüder,Khuderi,Kuderi",49.77594,107.51616,"P","PPLA2","MN","MN",16,NA,NA,NA,0,NA,700,"Asia/Ulaanbaatar","2007-10-14"
2032221,"Bulagiyn Denj","Bulagiyn Denj","Bulgan",47.31869,101.11576,"P","PPLA2","MN","MN",1,NA,NA,NA,0,NA,1909,"Asia/Ulaanbaatar","2007-10-19"
