"gram","mon_freq","chn_freq"
"asn",6.59815581544958e-05,0
"asr",1.6495389538624e-05,0
"ass",0.000230935453540735,2.57748234102411e-06
"ast",0.000560843244313214,1.67536352166567e-05
"asu",8.24769476931198e-05,7.47469878896992e-05
"at ",0.00136911733170579,1.03099293640964e-05
"ata",0.00311762862279993,0.000690765267394462
"ate",9.89723372317437e-05,6.44370585256028e-06
"atg",8.24769476931198e-05,0
"ath",3.29907790772479e-05,0
"ati",0.000725797139699454,0.000278368092830604
"atn",1.6495389538624e-05,0
"ats",0.000197944674463487,0
"att",6.59815581544958e-05,1.28874117051206e-06
"aty",4.94861686158719e-05,0
"atz",1.6495389538624e-05,1.28874117051206e-06
"au ",1.6495389538624e-05,0
"auh",3.29907790772479e-05,0
"aum",1.6495389538624e-05,0
"auq",1.6495389538624e-05,0
"av ",8.24769476931198e-05,0
"ava",0.00166603434340102,0
"avc",0.00016495389538624,0
"avd",4.94861686158719e-05,0
"avg",9.89723372317437e-05,0
"avh",0.000148458505847616,0
"avi",0.000148458505847616,5.15496468204822e-06
"avq",8.24769476931198e-05,0
"avr",4.94861686158719e-05,0
"avs",9.89723372317437e-05,0
"avt",0.000131963116308992,0
"avz",3.29907790772479e-05,0
"ay ",0.00529502004189829,2.70635645807532e-05
"aya",0.00536100160005279,0.00131967095860434
"ayb",3.29907790772479e-05,0
"ayc",9.89723372317437e-05,0
"ayd",0.000494861686158719,0
"aye",6.59815581544958e-05,1.93311175576808e-05
"ayg",9.89723372317437e-05,0
"ayh",0.000478366296620095,0
"ayl",0.000478366296620095,0
"aym",0.000379393959388351,0
"ayn",0.000181449284924863,0
"ayq",3.29907790772479e-05,0
"ayr",0.00171552051201689,0
"ays",0.000758787918776702,0
"ayt",0.000428880128004223,0
"ayy",3.29907790772479e-05,0
"ayz",3.29907790772479e-05,0
"aza",4.94861686158719e-05,3.60847527743376e-05
"azv",1.6495389538624e-05,0
"azy",1.6495389538624e-05,0
"b b",1.6495389538624e-05,0
"b d",6.59815581544958e-05,7.73244702307233e-06
"b g",1.6495389538624e-05,7.73244702307233e-06
"b h",0.000230935453540735,1.28874117051206e-05
"b l",3.29907790772479e-05,6.44370585256028e-06
"b n",0.000181449284924863,1.28874117051206e-06
"b o",4.94861686158719e-05,0
"b q",1.6495389538624e-05,1.28874117051206e-06
"b s",6.59815581544958e-05,1.67536352166567e-05
"b t",0.000115467726770368,1.28874117051206e-06
"b u",0.000115467726770368,0
"ba ",0.00079177869785395,6.44370585256028e-05
"baa",0.000395889348926975,2.57748234102411e-06
"bab",3.29907790772479e-05,2.06198587281929e-05
"bad",0.000131963116308992,6.9592023207651e-05
"bag",0.00135262194216716,7.47469878896992e-05
"bal",0.000610329412929086,0.000345382633697231
"bam",8.24769476931198e-05,4.6394682138434e-05
"bar",0.00263926232617983,1.28874117051206e-06
"bas",0.000148458505847616,5.02609056499702e-05
"bat",0.000560843244313214,5.15496468204822e-05
"bay",0.00597133101298187,3.86622351153617e-05
"bch",0.000263926232617983,0
"bd ",1.6495389538624e-05,0
"bda",0.000197944674463487,0
"bde",1.6495389538624e-05,0
"be ",0.000247430843079359,5.02609056499702e-05
"bed",1.6495389538624e-05,0
"bee",0.000247430843079359,0
"beg",6.59815581544958e-05,0
"bel",0.000247430843079359,3.86622351153617e-06
"ben",6.59815581544958e-05,3.60847527743376e-05
"ber",0.000313412401233855,1.28874117051206e-06
"bes",3.29907790772479e-05,9.02118819358439e-06
"bet",3.29907790772479e-05,0
"bgi",1.6495389538624e-05,0
"bgo",1.6495389538624e-05,0
"bh ",8.24769476931198e-05,0
"bha",0.00016495389538624,0
"bhu",3.29907790772479e-05,0
"bi ",0.000263926232617983,3.22185292628014e-05
"bic",0.00016495389538624,2.96410469217773e-05
"bid",1.6495389538624e-05,1.54648940461447e-05
"big",1.6495389538624e-05,1.28874117051206e-05
"bil",0.000395889348926975,7.73244702307233e-06
"bir",0.000115467726770368,1.28874117051206e-06
"bit",0.000115467726770368,2.57748234102411e-06
"biy",1.6495389538624e-05,5.15496468204822e-06
"bla",1.6495389538624e-05,0
"ble",1.6495389538624e-05,5.15496468204822e-06
"bli",3.29907790772479e-05,1.28874117051206e-06
"bo ",0.00102271415139469,0
"bod",0.000148458505847616,7.73244702307233e-06
"boe",8.24769476931198e-05,1.28874117051206e-06
"bog",0.000643320192006334,2.3197341069217e-05
"boh",1.6495389538624e-05,1.28874117051206e-05
"boi",0.00016495389538624,0
"bok",1.6495389538624e-05,2.57748234102411e-06
"bol",0.000214440064002111,6.83032820371389e-05
"bom",1.6495389538624e-05,1.28874117051206e-06
"bon",0.000263926232617983,2.57748234102411e-06
"boq",1.6495389538624e-05,2.57748234102411e-06
"bor",0.00168252973293964,0
"bos",0.000115467726770368,2.44860822397291e-05
"bot",0.000247430843079359,2.06198587281929e-05
"bqa",0.000181449284924863,0
"bro",9.89723372317437e-05,0
"bry",1.6495389538624e-05,0
"bs ",1.6495389538624e-05,0
"bsa",4.94861686158719e-05,0
"bse",3.29907790772479e-05,1.28874117051206e-06
"bsh",4.94861686158719e-05,0
"bsu",4.94861686158719e-05,0
"bt ",3.29907790772479e-05,0
"bta",9.89723372317437e-05,0
"bte",1.6495389538624e-05,0
"btg",1.6495389538624e-05,0
"bto",1.6495389538624e-05,0
"btu",1.6495389538624e-05,0
"bu ",0.000131963116308992,1.03099293640964e-05
"bub",1.6495389538624e-05,3.86622351153617e-06
"bud",0.000247430843079359,4.25284586268978e-05
"bue",0.000181449284924863,0
"bug",0.000412384738465599,2.83523057512652e-05
"buh",0.000263926232617983,3.73734939448496e-05
"bui",4.94861686158719e-05,7.73244702307233e-06
"bul",0.00587235867575013,0.000106965517152501
"bum",0.000329907790772479,3.86622351153617e-06
"bun",8.24769476931198e-05,1.28874117051206e-05
"buq",3.29907790772479e-05,1.93311175576808e-05
"bur",0.00244131765171635,2.57748234102411e-06
"bus",0.000115467726770368,3.86622351153617e-05
"but",0.000263926232617983,4.76834233089461e-05
"buy",0.000428880128004223,4.38171997974099e-05
"bya",1.6495389538624e-05,0
"byu",1.6495389538624e-05,0
"c b",1.6495389538624e-05,2.57748234102411e-06
"c g",8.24769476931198e-05,0
"c h",3.29907790772479e-05,9.02118819358439e-06
"c s",1.6495389538624e-05,5.15496468204822e-06
"c u",1.6495389538624e-05,0
"cam",1.6495389538624e-05,0
"cas",8.24769476931198e-05,3.86622351153617e-06
"ch ",0.000412384738465599,4.12397174563858e-05
"chg",4.94861686158719e-05,0
"chi",0.00296917011695231,0.000471679268407412
"chj",1.6495389538624e-05,0
"cho",0.000428880128004223,0.000314452845604942
"chu",0.00247430843079359,0.00103485915992118
"chz",0.000115467726770368,0
"cie",1.6495389538624e-05,2.57748234102411e-06
"cir",1.6495389538624e-05,1.28874117051206e-06
"cov",1.6495389538624e-05,1.28874117051206e-06
"d a",4.94861686158719e-05,1.28874117051206e-06
"d b",0.00016495389538624,1.03099293640964e-05
"d g",0.000181449284924863,2.06198587281929e-05
"d h",0.000577338633851838,1.15986705346085e-05
"d j",1.6495389538624e-05,9.02118819358439e-06
"d m",1.6495389538624e-05,5.15496468204822e-06
"d n",9.89723372317437e-05,1.28874117051206e-06
"d o",6.59815581544958e-05,0
"d q",3.29907790772479e-05,6.44370585256028e-06
"d r",1.6495389538624e-05,0
"d t",9.89723372317437e-05,1.28874117051206e-06
"d u",0.000148458505847616,0
"da ",0.00102271415139469,0.000311875363263917
"daa",9.89723372317437e-05,5.41271291615063e-05
"dab",0.00143509888986028,0.000252593269420363
"dag",0.000676310971083582,0.000422707103927954
"dal",0.00115467726770368,0.000786132114012354
"dar",0.00125364960493542,3.09297880922893e-05
"dau",3.29907790772479e-05,0
"dav",0.00120416343631955,0
"dbu",1.6495389538624e-05,1.28874117051206e-06
"dca",8.24769476931198e-05,0
"de ",0.000494861686158719,2.83523057512652e-05
"deb",9.89723372317437e-05,6.44370585256028e-06
"dee",0.000148458505847616,0
"deg",0.000115467726770368,6.44370585256028e-06
"deh",1.6495389538624e-05,1.03099293640964e-05
"dei",0.00016495389538624,0
"del",0.000956732593240189,3.86622351153617e-06
"dem",3.29907790772479e-05,0
"den",0.0011051910990878,0.000347960116038255
"dep",1.6495389538624e-05,2.57748234102411e-06
"der",0.000923741814162941,3.86622351153617e-06
"det",0.000263926232617983,9.02118819358439e-06
"dev",0.000131963116308992,6.44370585256028e-06
"dey",1.6495389538624e-05,1.28874117051206e-05
"dga",0.000115467726770368,0
"dge",1.6495389538624e-05,0
"dgi",1.6495389538624e-05,0
"dgo",6.59815581544958e-05,0
"dh ",1.6495389538624e-05,0
"dha",4.94861686158719e-05,3.86622351153617e-06
"dho",3.29907790772479e-05,0
"di ",0.000610329412929086,3.86622351153617e-06
"diy",0.00016495389538624,5.15496468204822e-05
"dkh",1.6495389538624e-05,0
"dku",1.6495389538624e-05,0
"dle",1.6495389538624e-05,0
"dli",3.29907790772479e-05,1.28874117051206e-06
"dlo",9.89723372317437e-05,0
"dma",0.000214440064002111,0
"dmo",1.6495389538624e-05,0
"dn ",0.000115467726770368,0
"dni",0.000115467726770368,0
"do ",0.00128664038401267,7.73244702307233e-06
"dob",0.000131963116308992,0
"doc",6.59815581544958e-05,0
"dod",8.24769476931198e-05,0
"doe",0.000329907790772479,0
"dog",8.24769476931198e-05,0
"doh",4.94861686158719e-05,0
"doi",6.59815581544958e-05,0
"dok",1.6495389538624e-05,0
"dol",0.000527852465235967,0
"dom",4.94861686158719e-05,0
"dor",0.00054434785477459,0
"dos",8.24769476931198e-05,0
"dot",0.000131963116308992,0
"dov",8.24769476931198e-05,0
"doy",1.6495389538624e-05,0
"dqa",1.6495389538624e-05,0
"dra",0.000115467726770368,1.28874117051206e-06
"dre",1.6495389538624e-05,0
"dri",1.6495389538624e-05,0
"dro",1.6495389538624e-05,0
"dt ",1.6495389538624e-05,0
"dto",1.6495389538624e-05,0
"du",6.59815581544958e-05,0
"du ",0.00016495389538624,2.19085998987049e-05
"dub",3.29907790772479e-05,1.03099293640964e-05
"dug",0.00273823466341158,3.60847527743376e-05
"dul",0.000346403180311103,5.92820938435546e-05
"dum",0.000181449284924863,1.80423763871688e-05
"dun",0.000577338633851838,0.000166247610996055
"dur",0.000280421622156607,0
"dut",9.89723372317437e-05,1.80423763871688e-05
"dvi",1.6495389538624e-05,0
"dvo",1.6495389538624e-05,0
"dy ",1.6495389538624e-05,0
"dya",3.29907790772479e-05,0
"e",4.94861686158719e-05,0
"e a",8.24769476931198e-05,6.44370585256028e-06
"e b",0.000329907790772479,1.80423763871688e-05
"e c",0.000148458505847616,1.80423763871688e-05
"e d",0.000230935453540735,2.57748234102411e-05
"e e",1.6495389538624e-05,2.57748234102411e-06
"e g",0.000676310971083582,3.35072704333134e-05
"e h",0.00155056661663065,8.76343995948198e-05
"e i",1.6495389538624e-05,6.44370585256028e-06
"e k",8.24769476931198e-05,3.86622351153617e-06
"e l",4.94861686158719e-05,2.44860822397291e-05
"e m",0.000131963116308992,7.73244702307233e-06
"e n",0.000494861686158719,6.44370585256028e-06
"e o",0.000329907790772479,3.86622351153617e-06
"e q",0.000181449284924863,5.41271291615063e-05
"e s",0.000329907790772479,8.24794349127715e-05
"e t",0.000313412401233855,3.35072704333134e-05
"e u",0.00087425564554707,0
"ead",1.6495389538624e-05,0
"eam",1.6495389538624e-05,0
"eao",4.94861686158719e-05,5.15496468204822e-06
"eb ",4.94861686158719e-05,1.28874117051206e-06
"ebd",1.6495389538624e-05,0
"ebe",0.000230935453540735,0.000136606564074278
"ebh",4.94861686158719e-05,0
"ebl",1.6495389538624e-05,0
"ebs",8.24769476931198e-05,0
"ebt",4.94861686158719e-05,0
"ebu",6.59815581544958e-05,2.44860822397291e-05
"ech",0.000263926232617983,0.000197177399088344
"ed ",1.6495389538624e-05,9.02118819358439e-06
"ede",0.000148458505847616,3.86622351153617e-06
"edr",1.6495389538624e-05,0
"ee ",0.000742292529238078,6.44370585256028e-06
"eeb",1.6495389538624e-05,0
"eed",1.6495389538624e-05,0
"eeg",0.000214440064002111,0
"eeh",3.29907790772479e-05,0
"eej",3.29907790772479e-05,0
"eel",0.000148458505847616,0
"eem",3.29907790772479e-05,0
"een",0.000296917011695231,7.73244702307233e-06
"eer",0.000362898569849727,2.06198587281929e-05
"ees",9.89723372317437e-05,0
"eet",0.000313412401233855,0
"eez",1.6495389538624e-05,0
"eg ",4.94861686158719e-05,1.28874117051206e-06
"egc",4.94861686158719e-05,0
"ege",0.000577338633851838,3.86622351153617e-05
"egh",4.94861686158719e-05,0
"egi",0.000808274087392574,0
"egl",4.94861686158719e-05,0
"egn",8.24769476931198e-05,0
"egr",3.29907790772479e-05,0
"egs",0.00016495389538624,0
"egt",0.000230935453540735,0
"egy",1.6495389538624e-05,0
"eh ",0.000197944674463487,2.57748234102411e-06
"eha",0.000148458505847616,1.54648940461447e-05
"ehb",3.29907790772479e-05,0
"ehe",0.000247430843079359,6.44370585256028e-05
"ehi",0.000280421622156607,0
"ehk",3.29907790772479e-05,0
"ehm",3.29907790772479e-05,0
"ehn",3.29907790772479e-05,0
"eho",1.6495389538624e-05,7.73244702307233e-06
"ehr",4.94861686158719e-05,0
"ehs",3.29907790772479e-05,0
"ehu",6.59815581544958e-05,6.05708350140666e-05
"ei ",0.00079177869785395,0
"eje",4.94861686158719e-05,0
"eka",0.000379393959388351,7.73244702307233e-06
"eke",0.000131963116308992,1.80423763871688e-05
"ekh",1.6495389538624e-05,0
"ekt",1.6495389538624e-05,0
"el ",0.000115467726770368,1.28874117051206e-05
"elb",3.29907790772479e-05,0
"elc",9.89723372317437e-05,0
"eld",1.6495389538624e-05,0
"ele",0.00070930175016083,2.3197341069217e-05
"elg",0.000841264866469822,0
"elh",8.24769476931198e-05,0
"eli",0.00070930175016083,0.000273213128148556
"elj",1.6495389538624e-05,0
"elm",4.94861686158719e-05,0
"elq",3.29907790772479e-05,0
"els",0.000148458505847616,0
"elt",0.00016495389538624,0
"elz",0.000197944674463487,0
"em ",1.6495389538624e-05,1.28874117051206e-06
"emb",9.89723372317437e-05,0
"emc",3.29907790772479e-05,0
"emd",1.6495389538624e-05,0
"eme",0.000247430843079359,2.19085998987049e-05
"emg",1.6495389538624e-05,0
"emh",1.6495389538624e-05,0
"emi",0.00016495389538624,0.000108254258323013
"eml",1.6495389538624e-05,0
"emn",4.94861686158719e-05,0
"emo",1.6495389538624e-05,0
"emp",3.29907790772479e-05,1.28874117051206e-05
"emr",1.6495389538624e-05,0
"emt",0.000148458505847616,0
"en ",0.00153407122709203,0.00026934690463702
"ena",0.00016495389538624,0.000163670128655031
"enb",0.00016495389538624,6.18595761845787e-05
"end",0.000346403180311103,0.00019459991674732
"ene",0.000395889348926975,1.93311175576808e-05
"enh",0.00087425564554707,0.000139184046415302
"eni",0.000313412401233855,1.80423763871688e-05
"enk",0.000313412401233855,9.66555877884042e-05
"enn",0.000148458505847616,2.96410469217773e-05
"eno",8.24769476931198e-05,1.28874117051206e-06
"enp",9.89723372317437e-05,5.92820938435546e-05
"ent",0.00102271415139469,0.000293832986876749
"enu",6.59815581544958e-05,6.44370585256028e-06
"enw",0.000181449284924863,0.000123719152369157
"eoe",8.24769476931198e-05,0
"ep ",3.29907790772479e-05,1.28874117051206e-06
"epu",8.24769476931198e-05,3.86622351153617e-06
"eqa",1.6495389538624e-05,0
"eqo",6.59815581544958e-05,0
"er ",0.000346403180311103,4.25284586268978e-05
"erb",8.24769476931198e-05,4.89721644794581e-05
"erd",0.000725797139699454,0.000224240963669098
"ere",0.00214440064002111,3.86622351153617e-06
"erg",0.000758787918776702,0.000139184046415302
"erh",0.00320010557049305,4.89721644794581e-05
"eri",0.000511357075697343,7.73244702307233e-06
