"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","chn_sel","class"
1529079,"Wutonggou","wutonggou","Khuduk Utungou,Utungou Well,Wu-t'ung-kou,Wu-t’ung-kou,Wutonggou,wu tong gou,梧桐沟",40.7189,98.6114,"P","PPL",0,
