"id","group","geonameid","name","asciiname","alternatenames","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification.date","longitude","latitude"
"104",3,1515650,"hurimiinsumA","Hurimiin Suma","Hurimiin Suma,Hurmiin Suma,Hürmiin Suma,Khurmiin somon,Khurmin-Somon","P","PPL","MN","MN",3,NA,NA,NA,0,NA,2302,"Asia/Hovd","2012-01-17",6606960.49122358,7419024.5231773
"1040",3,2032355,"bööngiinhiiD","Boongiin Hiid","Boongiin Hiid,Boongoyn Khid,Boongyyn khid,Boongöyn Khid,Bööngiin Hiid","P","PPL","MN","MN",17,NA,NA,NA,0,NA,978,"Asia/Choibalsan","2012-01-17",5458264.06722564,6262588.45582052
"1041",3,2032368,"bogdoiinhiiD","Bogdoiin Hiid","Bogdain Khid,Bogdoiin Hiid","P","PPL","MN","MN",20,NA,NA,NA,0,NA,1972,"Asia/Ulaanbaatar","2012-01-17",5748872.9925208,6593135.86179711
"1044",3,2032386,"bilüüniihuraL","Biluunii Hural","Biluunii Hural,Bilyunay Khural,Bilyunoy khural,Bilyunyy khural,Bilyunöy khural,Bilüünii Hural","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1387,"Asia/Ulaanbaatar","2012-01-17",6149629.08995455,6233271.57056873
"1045",3,2032388,"bilsigihüryeE","Bilsigi Huryee","Bil'sigo Khure,Bil'sigy-khure,Bilsigi Huryee,Bilsigi Hüryee,Bil’sigo Khure,Bil’sigy-khure","P","PPL","MN","MN",21,NA,NA,NA,0,NA,989,"Asia/Ulaanbaatar","2012-01-17",5807601.30215158,6940935.40495106
"1046",3,2032389,"biliinjisahiiD","Biliin Jisa Hiid","Biliin Jisa Hiid,Biloyn chzhisa khid,Bilyyn chzhisa khid,Bilöyn chzhisa khid","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1288,"Asia/Ulaanbaatar","2012-01-17",5908467.10753403,6434351.28082489
"1047",3,2032410,"berheiinhiiD","Berheiin Hiid","Berheiin Hiid,Berkhein Khid,Berkheyn Khid,Borkhein khid","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1003,"Asia/Ulaanbaatar","2012-01-17",5883094.04236144,6696090.02521284
"1049",3,2032413,"belintehaanhiiD","Belinte Haan Hiid","Belinte Haan Hiid,Belinte Khan Khid,Belinte-Haan-Hiyd","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1238,"Asia/Ulaanbaatar","2012-01-17",5672393.38846699,6346725.52452146
"1050",3,2032415,"belenhüryeehiiD","Belen Huryee Hiid","Belen Huryee Hiid,Belen Hüryee Hiid,Belen khure khid,Belen-Huree-Hiyd,Belen-Hüree-Hiyd","P","PPL","MN","MN",15,NA,NA,NA,0,NA,1955,"Asia/Ulaanbaatar","2012-01-17",6124986.31181335,6622128.74910242
"1051",3,2032418,"belchiR","Belchir","Bel'chir sumu,Belchir,Belchir Suma,Bel’chir sumu,Beruchiru,Bilchir","P","PPL","MN","MN",16,NA,NA,NA,0,NA,719,"Asia/Ulaanbaatar","2012-01-17",5527206.24691317,6798771.80899253
"1052",3,2032420,"beeseiinhiiD","Beeseiin Hiid","Beeseiin Hiid,Beysein khid,Beyseyn Khid,Beysyn-Khure","P","PPL","MN","MN",1,NA,NA,NA,0,NA,1963,"Asia/Ulaanbaatar","2012-01-17",6166924.60791413,6782992.75451494
"1053",3,2032429,"bayshintasümE","Bayshinta Sume","Baishintu,Baishintu-Sume,Bayshint,Bayshinta Hiid,Bayshinta Sume,Bayshinta Süme,Bayshintu,Bayshintu Sume,Bayshintu hiid,Bayshintuin hiid,Biashintu sume","P","PPL","MN","MN",17,NA,NA,NA,0,NA,849,"Asia/Choibalsan","2012-01-17",5552300.19778267,6128181.140139
"1054",3,2032430,"bayshintahüryeE","Bayshinta Huryee","Bayshinta Huryee,Bayshinta Hüryee,Bayshintu Khure","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1046,"Asia/Ulaanbaatar","2012-01-17",5914121.73278117,6627012.90167457
"1055",3,2032438,"bayartaynhiiD","Bayartayn Hiid","Bayartayn Hiid,Bayartayn-Hiyd,Bayartuin Khid,Bayartuyn Khid","P","PPL","MN","MN",20,NA,NA,NA,0,NA,1230,"Asia/Ulaanbaatar","2012-01-17",5778875.45949281,6602574.16289188
"1056",3,2032443,"bayanuuL","Bayan Uul","","P","PPL","MN","",6,NA,NA,NA,0,NA,948,"Asia/Ulaanbaatar","1994-01-14",5282737.18437703,6524437.26088186
"1057",3,2032444,"bayanuuL","Bayan-Uul","Bayan Ulaan Suma,Bayan Ulaan sumu,Bayan Ulan,Bayan Ulan Somon,Bayan ulaan,Bayan-Uul","P","PPL","MN","MN",1,NA,NA,NA,0,NA,1478,"Asia/Ulaanbaatar","2012-01-17",6089058.08077501,6795702.61979292
"1058",3,2032453,"bayanulaansumA","Bayan Ulaan Suma","Bain-ulan Somon,Bayan Ulaan,Bayan Ulaan Suma,Bayn Ulan Somon","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1302,"Asia/Ulaanbaatar","2012-01-17",5631401.46467738,6465974.29123413
"1059",3,2032462,"bayantsogtosumA","Bayan Tsogto Suma","Bain-tsogto Somon,Bayan Tsogto,Bayan Tsogto Suma,Bayan-Tsoktu,Bayn Tsogto Somon","P","PPL","MN","MN",7,NA,NA,NA,0,NA,1270,"Asia/Ulaanbaatar","2012-01-17",5772639.61120198,6316530.15609907
"106",3,1515667,"hulhataynhüryeE","Hulhatayn Huryee","Hulhatayn Huryee,Hulhatayn Hüryee,Khuekhtein-khure,Khulkhtuin khure","P","PPL","MN","MN",9,NA,NA,NA,0,NA,1861,"Asia/Hovd","2012-01-17",6134545.66534751,7062882.90814769
"1060",3,2032482,"bayantereM","Bayanterem","Bain-terme Somon,Bayan Terme,Bayan Terme Suma,Bayan terme sumu,Bayan-Terim,Bayanterem,Bayne Terme Somon","P","PPL","MN","MN",17,NA,NA,NA,0,NA,1229,"Asia/Choibalsan","2012-01-17",5449462.82473879,6307055.34995649
"1061",3,2032483,"bayanteeG","Bayanteeg","","P","PPL","MN","",15,NA,NA,NA,0,NA,1737,"Asia/Ulaanbaatar","1994-01-14",6327405.80051757,6564827.64755896
"1062",3,2032484,"bayansumA","Bayan Suma","Bayan,Bayan Suma,Bayan Sume,Bayan Sumu,Bayan-Somon","P","PPL","MN","MN",11,NA,NA,NA,0,NA,905,"Asia/Ulaanbaatar","2012-01-17",5303332.7020731,6560511.28496946
"1063",3,2032492,"bayanovoO","Bayan Ovoo","","P","PPL","MN","",14,NA,NA,NA,0,NA,1704,"Asia/Ulaanbaatar","1994-01-14",6307628.04744008,6067611.76583684
"1064",3,2032501,"bayanoboohiiD","Bayan Oboo Hiid","Bayan Obo Khid,Bayan Oboo Hiid","P","PPL","MN","MN",7,NA,NA,NA,0,NA,1136,"Asia/Ulaanbaatar","2012-01-17",6013558.63795012,5855815.80178353
"1065",3,2032511,"bayanmönhösumA","Bayan Monho Suma","Bain-Munku Somon,Bayan Monho,Bayan Monho Suma,Bayan Monko Sume,Bayan Munkhu,Bayan Mönhö,Bayan Mönhö Suma,Bayan Mönkö Sume,Bayan monho sumu,Bayan mönhö sumu,Bayan-munk somon,Bayn Munku Somon","P","PPL","MN","MN",7,NA,NA,NA,0,NA,994,"Asia/Ulaanbaatar","2012-01-17",5719206.77729944,6104736.82685013
"1066",3,2032512,"bayanmönhösüM","Bayan-monho-sum","","P","PPL","MN","",7,NA,NA,NA,0,NA,841,"Asia/Ulaanbaatar","1994-01-14",5695617.31157708,6128471.92626104
"1067",3,2032514,"bayanmönhöiinshandaiinörtöÖ","Bayan Monhoiin Shandaiin Ortoo","Bain Munkhoyn,Bain-Munkhyyn Shandyyn urto,Bayan Monhoiin Shanda,Bayan Monhoiin Shandaiin Ortoo,Bayan Mönhoiin Shanda,Bayan Mönhöiin Shandaiin Örtöö,Bayn Munkhoyn,Bayn Munkhöyn","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1048,"Asia/Ulaanbaatar","2012-01-17",5544341.28777316,6400968.1155142
"1068",3,2032515,"bayanmönhöiinsalbarhorshoO","Bayan Monhoiin Salbar Horshoo","Bain Munkhoyn Salbar Khorsho,Bain Munkhyyn Salbar Khorsho,Bain Munkhöyn Salbar Khorsho,Bayan Mohoiin Salboar,Bayan Monhoiin Salbar Horshoo,Bayan Möhöiin Salboar,Bayan Mönhöiin Salbar Horshoo,Bayn Munkhoyn Salbor Khorsho,Bayn Munkhöyn Salbor Khorsho,Bayn-munkhyyn-salbar-khorsho","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1280,"Asia/Ulaanbaatar","2012-01-17",5659763.16396485,6356775.02790209
"1069",3,2032516,"bayanmönhöiinhiiD","Bayan Monhoiin Hiid","Bain Munkin Khid,Bain-Munku-Khid,Bayan Monhoiin Hiid,Bayan Mönhöiin Hiid,Bayn Munkin Khid","P","PPL","MN","MN",7,NA,NA,NA,0,NA,962,"Asia/Ulaanbaatar","2012-01-17",5683522.481113,6108788.84069855
"107",3,1515676,"hujirtaynörtöÖ","Hujirtayn Ortoo","Hujirtayn Ortoo,Hujirtayn Örtöö,Khuchzhirtuin Yurt,Khuchzhirtuin urto,Khugzhirtuin urto","P","PPL","MN","MN",10,NA,NA,NA,0,NA,1864,"Asia/Hovd","2012-01-17",6587681.8847461,6975412.57571293
"1070",3,2032517,"bayanmönhöhiiD","Bayan Monho Hiid","Bain Munkhu khid,Bain Munku Khid,Bayan Monho Hiid,Bayan Mönhö Hiid,Bayn Munkhu Khid","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1240,"Asia/Ulaanbaatar","2012-01-17",5633622.31491341,6398956.45019142
"1071",3,2032519,"bayanjisA","Bayan Jisa","Bayan Jisa,Bayan chzhisa","P","PPL","MN","MN",15,NA,NA,NA,0,NA,1318,"Asia/Ulaanbaatar","2012-01-17",6292345.3831012,6428281.54740844
"1072",3,2032524,"bayanhushuU","Bayan Hushuu","Bain Khoshu,Bayan Hushuu,Urto Bain Khoshu","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1353,"Asia/Ulaanbaatar","2012-01-17",5980221.23158717,6335246.98615689
"1073",3,2032526,"bayanhuraL","Bayan Hural","Bayan Hural,Bayan Khural","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1485,"Asia/Ulaanbaatar","2012-01-17",5663992.02606474,6455758.93382632
"1074",3,2032527,"bayanhujiR","Bayan Hujir","Bain-khodzhir,Bayan Hujir,Urt-bain-khodzhin","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1610,"Asia/Ulaanbaatar","2012-01-17",5750645.78527,6669073.39188837
"1075",3,2032532,"bayanhongoR","Bayanhongor","Bajankhongor,Bayan Hangor,Bayan Hongor Suma,Bayan Khongor,Bayan Khongor Somon,Bayan Khonkhor Sume,Bayan honhor sumu,Bayan-hongoru,Bayanhongor,Bayankhongor,Баянхонгор","P","PPL","MN","",2,NA,NA,NA,23234,NA,2202,"Asia/Ulaanbaatar","2013-03-02",6304396.15546341,6754164.69129106
"1076",3,2032534,"bayanhoboriinhorshoO","Bayan Hoboriin Horshoo","Bainkobiru,Bainkobïru,Bayan Hoboriin Horshoo,Bayan Khoburin yurt,Bayan khoburin khorsho","P","PPL","MN","MN",2,NA,NA,NA,0,NA,1662,"Asia/Ulaanbaatar","2012-01-17",6534585.52601024,6487150.68160882
"1077",3,2032535,"bayanhiiD","Bayan Hiid","Bain Khid,Bayan Hiid,Boin-Khid","P","PPL","MN","MN",7,NA,NA,NA,0,NA,1050,"Asia/Ulaanbaatar","2012-01-17",5892062.18642973,6168788.95097526
"1078",3,2032537,"bayanhayrhaN","Bayan Hayrhan","Bain khayerkhen,Bayan Hayrhan","P","PPL","MN","MN",1,NA,NA,NA,0,NA,1373,"Asia/Ulaanbaatar","2012-01-17",6007848.6223583,6812515.92980456
"1079",3,2032543,"bayangoliinduganG","Bayan Goliin Dugang","Bayan Goliin Dugang,Bayan Goliyn-Dugan,Bayan golyyn dugang,Kumirnya Pandlin,Pandlin,Pandlin Shrine","P","PPL","MN","MN",16,NA,NA,NA,0,NA,893,"Asia/Ulaanbaatar","2012-01-17",5679403.30187167,6772193.31848525
"1080",3,2032544,"bayangoliinduganG","Bayan Goliin Dugang","Bayan Goliin Dugang,Bayan-golyyn dugang","P","PPL","MN","MN",20,NA,NA,NA,0,NA,1633,"Asia/Ulaanbaatar","2012-01-17",5718744.27553928,6619327.1077605
"1081",3,2032545,"bayangoliindeN","Bayan Goliin Den","Bayan Goliin Den,Stanok Bayan-Golyyn-Dyan","P","PPL","MN","MN",16,NA,NA,NA,0,NA,840,"Asia/Ulaanbaatar","2012-01-17",5684912.03254882,6769658.92541719
"1082",3,2032551,"bayangoL","Bayangol","","P","PPL","MN","",21,NA,NA,NA,0,NA,978,"Asia/Ulaanbaatar","2003-05-01",5784791.18523399,6927894.76838317
"1083",3,2032560,"bayandzürihesumA","Bayan Dzurihe Suma","Bayan Dzurihe Suma,Bayan Dzürihe Suma,Bayan Tszurikhe Somon,Bayan dzurihe,Bayan dzurikhe sumu,Bayan-Dzurkhe","P","PPL","MN","MN",2,NA,NA,NA,0,NA,2321,"Asia/Ulaanbaatar","2012-01-17",6293331.60718526,6663944.29328468
"1084",3,2032562,"bayandzürhE","Bayan Dzurhe","Bain-tsurkhe,Bain-tszurkhe,Bayan Dzurhe,Bayan Dzürhe","P","PPL","MN","MN",21,NA,NA,NA,0,NA,1154,"Asia/Ulaanbaatar","2012-01-17",5874265.18477752,6824735.98771946
"1085",3,2032566,"bayanduganG","Bayan Dugang","Bain-dugan,Bayan Dugang,Bayan-dugan,Bayn Dugan","P","PPL","MN","MN",21,NA,NA,NA,0,NA,1300,"Asia/Ulaanbaatar","2012-01-17",5787797.75580058,6930027.57424486
"1086",3,2032567,"bayandoN","Bayan Don","Bain don,Bayan Don","P","PPL","MN","MN",6,NA,NA,NA,0,NA,715,"Asia/Choibalsan","2012-01-17",5158290.84056121,6419421.68825376
"1087",3,2032568,"bayandobosumA","Bayan Dobo Suma","Bayan Dobo,Bayan Dobo Somon,Bayan Dobo Suma,Bayan-Dov,Bayantu-Ul'tseytu-Ula,Bayantu-Ul’tseytu-Ula,Buyanta Uula Suma,Buyantu Ula sumu,Buyantu Uula","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1056,"Asia/Ulaanbaatar","2012-01-17",6047661.01620083,6190393.12007886
"1088",3,2032569,"bayandelgerüülegchisümE","Bayan Delgeruulegchi Sume","Bain Delgerulegchi Sume,Bayan Delgeruulegchi Sume,Bayan Delgerüülegchi Süme","P","PPL","MN","",6,NA,NA,NA,0,NA,805,"Asia/Choibalsan","2012-01-17",5249886.0460894,6164958.24725264
"1089",3,2032576,"bayanbulagiinsuuriN","Bayan Bulagiin Suurin","Bayan Bulagiin Suurin,Bayan Bulagoyn Surin,Bayan Bulagöyn Surin,Bayan bulagyin surin-khid,Bayan-Bulag-Hural,Bayan-bulagyyn-surin","P","PPL","MN","MN",24,NA,NA,NA,0,NA,1323,"Asia/Ulaanbaatar","2012-01-17",5732123.57662599,6379577.85726136
"1090",3,2032577,"bayanbulagiinhuraL","Bayan Bulagiin Hural","Bayan Bulagiin Hural,Bayan Bulagoin Khural,Bayan bulagoyn Khural,Bayan bulagyyn khural,Bayan bulagöyn Khural","P","PPL","MN","MN",18,NA,NA,NA,0,NA,1522,"Asia/Ulaanbaatar","2012-01-17",5699189.64349404,6589685.72173222
"1091",3,2032578,"bayanbulagiinhuraL","Bayan Bulagiin Hural","Bayan Bulagiin Hural,Bayan Bulagoin Khural,Bayan Bulagyyn Khural,Bayan Bulagöin Khural,Bayan bulagoyn khural,Bayan bulagyin khural,Bayan bulagöyn khural","P","PPL","MN","MN",14,NA,NA,NA,0,NA,1186,"Asia/Ulaanbaatar","2012-01-17",6103649.4306602,6169421.86101917
"1092",3,2032584,"bayanbulaG","Bayan Bulag","","P","PPL","MN","",6,NA,NA,NA,0,NA,832,"Asia/Choibalsan","1994-01-14",5211597.63142992,6457130.02086663
"1093",3,2032585,"bayanbulaG","Bayan Bulag","Bayan Bulag,Bayan Bulak,Gori-Bayan Bulag","P","PPL","MN","MN",6,NA,NA,NA,0,NA,739,"Asia/Choibalsan","2012-01-17",5228364.86367308,6355308.63624074
