"id","group","geonameid","name","asciiname","alternatenames","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification.date","longitude","latitude"
828,8,2031396,"erdenihamsanhüryeE","Erdeni Hamsan Huryee","Erdeni Hamsan Huryee,Erdeni Hamsan Hüryee,Erdeni-khamsen-khure","P","PPL","MN","MN",21,NA,NA,NA,0,NA,1751,"Asia/Ulaanbaatar","2012-01-17",103.670582400441,48.1793891802299
829,6,2031397,"erdeniguuniihiiD","Erdeni Guunii Hiid","Erdeni Guni Khid,Erdeni Gunii Khiit,Erdeni Guunii Hiid,Erdeni Günii Khiit,Erdeni-Gunii-Khid,Erdeni-guniy-khid","P","PPL","MN","MN",6,NA,NA,NA,0,NA,979,"Asia/Choibalsan","2012-01-17",112.584019843894,48.3109160514003
831,9,2031407,"erdenedzuU","Erdene-Dzuu","Ch'e-ch'e-li-k'o,Cha-yin-k'u-lun,Erdene-Dzu,Erdeni Dzuu,Erdeni Juu,Erdeni Tsu,Erdeni dzu hure,Erdeni-tzu,Erdenidzu,Erdenitso,Erdenitsou,Erdenitszu,Erdenitszu Khure,Erdinidzu,Erudenizu,Hsi-k'u-lun,Kure Erdeni-dsu,O-erh-t'e-ni-chao","P","PPL","MN","MN",15,NA,NA,NA,0,NA,1462,"Asia/Ulaanbaatar","2007-10-21",102.814859293488,47.1293527711225
832,6,2031412,"enheiinhuraL","Enheiin Hural","Enheiin Hural,Enkhein Khural,Enkheyn Khural","P","PPL","MN","MN",18,NA,NA,NA,0,NA,998,"Asia/Ulaanbaatar","2012-01-17",105.220492784801,47.7320618081386
833,6,2031415,"engeruulaiinhiiD","Enger Uulaiin Hiid","Enger Uulaiin Hiid,Engeruloyn Khid,Engerulyyn Khid","P","PPL","MN","MN",17,NA,NA,NA,0,NA,1082,"Asia/Choibalsan","2012-01-17",111.802442293421,47.1930721878985
834,5,2031417,"engerteynduganG","Engerteyn Dugang","Engerteyn Dugang,Engertyin-dugan,Engertyyn dugang,Engertyyn-dugan","P","PPL","MN","MN",11,NA,NA,NA,0,NA,1040,"Asia/Ulaanbaatar","2012-01-17",112.101028070002,48.1434829796451
835,2,2031421,"engershanD","Enger-Shand","Enger Shanda,Enger-Shand,Engerushanda,Ergenshanda","P","PPL","MN","MN",6,NA,NA,NA,0,NA,707,"Asia/Choibalsan","2012-01-17",115.166221851699,48.7649362919139
836,2,2031422,"engershanD","Engershand","Bayan Djurkhe Sume,Bayan Dzurihe Suma,Bayan Dzürihe Suma,Bayan Tszurikhe Somon,Bayan dzurihe,Bayan dzurihe sumu,Bayan dzürihe,Bayan dzürihe sumu,Bayan-Dzhirukhe-Sumu,Bayan-Tszuri-Somon,Bayandzurh,Bayandzürh,Engershand","P","PPL","MN","MN",20,NA,NA,NA,0,NA,1427,"Asia/Ulaanbaatar","2012-01-17",107.136385724722,47.7520018913992
837,2,2031429,"engerhulasA","Enger Hulasa","","P","PPL","MN","",7,NA,NA,NA,0,NA,1110,"Asia/Ulaanbaatar","1994-01-14",111.206632358676,44.1427281446172
838,6,2031433,"engerdzulagtaynhuraL","Enger Dzulagtayn Hural","Enger Dzulagtayn Hural,Enger Tszulugtuin Khural,Enger Tszulugtuyn Khural","P","PPL","MN","MN",8,NA,NA,NA,0,NA,1399,"Asia/Ulaanbaatar","2012-01-17",107.405414006408,45.9026323875737
